[02/07/2021 17:37:35 / FxUtilitiesController.php:803]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201204_100549).(tickets-data).log

combined file(this)	[ea-4_tester-1].(20200507_140530).(combined-data).(20210207_173735_438323).dat
dpath	C:\Users\iwabuchiken\AppData\Roaming\MetaQuotes\Terminal\34B08C83A5AAE27A4079DE708E60511E\MQL4\Files\Logs\id_20120454\20201204_100549[eap-2.id-1].[AUDJPY-5].dir
order_type	46.85069
account : 	20120454

s.n.	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	d.-20	d.-19	d.-18	d.-17	d.-16	d.-15	d.-14	d.-13	d.-12	d.-11	d.-10	d.-9	d.-8	d.-7	d.-6	d.-5	d.-4	d.-3	d.-2	d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	ticket	open-time	type	size	item	price	SL	TP	close-time	price	profit
61	29359346	2020.12.04 08:10:00	77.17100000000001	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	1	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	0.006	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	1	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	42.42087	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	53.40684	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	0.004	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	3	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	29359346	2020.12.04 08:10:05	buy	0.10	audjpy	77.209	77.162	77.282	2020.12.04 09:48:09	77.162	-470
62	29359378	2020.12.04 08:15:00	77.18000000000001	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	1	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	0.008	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	1	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	41.93033	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	55.06574	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	-0.081	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	2	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	29359378	2020.12.04 08:15:01	buy	0.10	audjpy	77.206	77.222	77.372	2020.12.04 10:29:36	77.222	160
63	29359420	2020.12.04 08:20:00	77.182	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	0.001	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	1	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	47.71951	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	55.43688	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	0.1204	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	2	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	29359420	2020.12.04 08:20:03	buy	0.10	audjpy	77.208	77.222	77.372	2020.12.04 10:29:36	77.222	140
64	29359447	2020.12.04 08:25:00	77.181	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-0.001	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-1	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	49.02418	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	55.19693	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	0.0176	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	2	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	29359447	2020.12.04 08:25:04	buy	0.10	audjpy	77.212	77.163	77.283	2020.12.04 09:48:09	77.163	-490
65	29359506	2020.12.04 08:30:00	77.172	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	-1	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-0.008	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	-1	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	44.72134	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	53.02271	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	-0.0568	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	2	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	29359506	2020.12.04 08:30:01	buy	0.10	audjpy	77.204	77.222	77.372	2020.12.04 10:29:36	77.222	180
66	29359562	2020.12.04 08:35:00	77.178	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	1	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	0.007	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	1	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	49.45357	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	54.28634	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	0.0785	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	2	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	29359562	2020.12.04 08:35:06	buy	0.10	audjpy	77.211	77.161	77.281	2020.12.04 10:02:04	77.161	-500
67	29359580	2020.12.04 08:40:00	77.188	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	1	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	0.01	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	2	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	54.91365	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	56.34638	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	0.5075	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	2	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	29359580	2020.12.04 08:40:00	buy	0.10	audjpy	77.202	77.222	77.372	2020.12.04 10:29:36	77.222	200
68	29359608	2020.12.04 08:45:00	77.203	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	1	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	0.015	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	2	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	59.67087	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	59.24617	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	0.4875	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	2	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	29359608	2020.12.04 08:45:01	buy	0.10	audjpy	77.201	77.222	77.372	2020.12.04 10:29:36	77.222	210
69	29359647	2020.12.04 08:50:00	77.208	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	0.004	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	1	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	65.78349	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	60.17442	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	0.99615	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	2	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	29359647	2020.12.04 08:50:05	buy	0.10	audjpy	77.218	77.169	77.289	2020.12.04 09:38:14	77.169	-490
70	29359687	2020.12.04 08:55:00	77.181	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-0.026	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-3	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	60.73713	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	53.27674	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	0.5643	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	3	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	29359687	2020.12.04 08:55:01	buy	0.10	audjpy	77.221	77.171	77.291	2020.12.04 09:38:14	77.171	-500
71	29359717	2020.12.04 09:00:00	77.188	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	1	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	0.008	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	1	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	62.30492	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	54.69403	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	0.82555	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	3	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	29359717	2020.12.04 09:00:01	buy	0.10	audjpy	77.213	77.166	77.286	2020.12.04 09:48:08	77.166	-470
72	29359883	2020.12.04 09:05:00	77.193	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	1	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	0.006	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	1	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	67.92662	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.70429	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	0.59985	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	3	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	29359883	2020.12.04 09:05:02	buy	0.10	audjpy	77.206	77.161	77.281	2020.12.04 10:02:04	77.161	-450
73	29359933	2020.12.04 09:10:00	77.19799999999999	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	77.209	1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	0.004	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	0.008	1	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	1	67.6559	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.48487	56.72016	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	55.97534	0.6045	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	0.2264	2	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	3	29359933	2020.12.04 09:10:01	buy	0.10	audjpy	77.215	77.169	77.289	2020.12.04 09:38:14	77.169	-460
74	29359979	2020.12.04 09:15:00	77.19799999999999	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	77.209	77.18899999999999	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-0.001	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	0.008	-0.02	-1	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	1	-2	64.86946	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.48487	50.54604	56.72016	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	55.97534	50.50239	0.7098	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	0.2264	-0.1107	2	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	3	4	29359979	2020.12.04 09:15:01	buy	0.10	audjpy	77.199	77.222	77.372	2020.12.04 10:29:36	77.222	230
75	29360020	2020.12.04 09:20:00	77.172	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	77.209	77.18899999999999	77.2	-1	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-0.026	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	0.008	-0.02	0.01	-3	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	1	-2	1	65.85653000000001	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.48487	50.54604	53.09385	50.09995	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	55.97534	50.50239	53.15416	0.4941	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	0.2264	-0.1107	0.0226	4	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	3	4	3	29360020	2020.12.04 09:20:03	buy	0.10	audjpy	77.208	77.222	77.372	2020.12.04 10:29:36	77.222	140
76	29360065	2020.12.04 09:25:00	77.161	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	77.209	77.18899999999999	77.2	77.193	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-0.012	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	0.008	-0.02	0.01	-0.007	-2	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	1	-2	1	-1	58.58482	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.48487	50.54604	53.09385	57.77515	47.62446	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	55.97534	50.50239	53.15416	51.31272	0.3451	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	0.2264	-0.1107	0.0226	0.2478	5	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	3	4	3	4	29360065	2020.12.04 09:25:01	buy	0.10	audjpy	77.200	77.222	77.372	2020.12.04 10:29:36	77.222	220
77	29360106	2020.12.04 09:30:00	77.14	77.206	77.20099999999999	77.2	77.19799999999999	77.199	77.202	77.199	77.20099999999999	77.191	77.19	77.20999999999999	77.212	77.205	77.20099999999999	77.209	77.18899999999999	77.2	77.193	77.208	-1	1	-1	-1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	1	-1	1	-0.021	0.065	-0.005	-0.001	-0.004	0.003	0.005	-0.004	0.001	-0.01	-0.004	0.02	0.003	-0.006	-0.005	0.008	-0.02	0.01	-0.007	0.015	-3	4	-1	-1	-1	1	1	-1	1	-1	-1	2	1	-1	-1	1	-2	1	-1	2	50.65351	54.92031	61.31157	62.98832	62.14752	62.9685	63.29547	66.62024	65.27113	60.30629	55.46956	55.45829	54.91233	54.91188	53.73363	55.48487	50.54604	53.09385	57.77515	63.86701	43.32274	56.36258	55.34712	55.13799	54.70283	54.8902	55.47187	54.72903	55.1505	52.57436	52.31712	56.77016	57.19098	55.21087	54.08451	55.97534	50.50239	53.15416	51.31272	54.84153	-0.3473	0.9792	0.6168	0.42875	0.30105	0.20235	0.204	0.1674	0.31755	0.1365	0.0196	0.05215	0.0364	0.2052	0.19045	0.2264	-0.1107	0.0226	0.2478	0.7708	6	2	2	3	3	3	3	3	3	4	4	2	2	3	3	3	4	3	4	3	29360106	2020.12.04 09:30:01	buy	0.10	audjpy	77.216	77.168	77.288	2020.12.04 09:48:05	77.168	-480
